model,sensitive_attr,cv_index,outcome,accuracy,0.precision,0.recall,0.f1-score,1.precision,1.recall,1.f1-score,macro avg.precision,macro avg.recall,macro avg.f1-score,weighted avg.precision,weighted avg.recall,weighted avg.f1-score
dtree,income_poverty,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
adaboost,income_poverty,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
dtree_untuned,income_poverty,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
svc,income_poverty,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
logistic,income_poverty,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
dtree,income_poverty,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
adaboost,income_poverty,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
dtree_untuned,income_poverty,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
svc,income_poverty,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
logistic,income_poverty,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree,income_poverty,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
adaboost,income_poverty,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree_untuned,income_poverty,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
svc,income_poverty,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
logistic,income_poverty,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
dtree,income_poverty,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
adaboost,income_poverty,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
dtree_untuned,income_poverty,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
svc,income_poverty,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
logistic,income_poverty,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree,income_poverty,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
adaboost,income_poverty,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree_untuned,income_poverty,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
svc,income_poverty,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
logistic,income_poverty,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
dtree,income_poverty,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
adaboost,income_poverty,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
dtree_untuned,income_poverty,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
svc,income_poverty,3,seasonal_vaccine,0.5360419397116645,0.5360419397116645,1.0,0.6979522184300341,0.0,0.0,0.0,0.26802096985583224,0.5,0.34897610921501704,0.28734096112984375,0.5360419397116645,0.3741316609932948
logistic,income_poverty,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree,income_poverty,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
adaboost,income_poverty,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree_untuned,income_poverty,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
svc,income_poverty,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
logistic,income_poverty,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
dtree,income_poverty,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
adaboost,income_poverty,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
dtree_untuned,income_poverty,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
svc,income_poverty,4,seasonal_vaccine,0.5371653248455346,0.5371653248455346,1.0,0.6989037758830695,0.0,0.0,0.0,0.2685826624227673,0.5,0.34945188794153476,0.28854658621640866,0.5371653248455346,0.3754268738079997
logistic,age_group,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
dtree,age_group,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
adaboost,age_group,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
dtree_untuned,age_group,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
svc,age_group,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
logistic,age_group,0,seasonal_vaccine,0.6220516660426807,0.6392709766162311,0.6571226581831036,0.6480739062227646,0.6014790468364831,0.5825706327099085,0.5918738629472409,0.6203750117263571,0.619846645446506,0.6199738845850027,0.6214927812705728,0.6220516660426807,0.6216361097511451
dtree,age_group,0,seasonal_vaccine,0.6220516660426807,0.6392709766162311,0.6571226581831036,0.6480739062227646,0.6014790468364831,0.5825706327099085,0.5918738629472409,0.6203750117263571,0.619846645446506,0.6199738845850027,0.6214927812705728,0.6220516660426807,0.6216361097511451
adaboost,age_group,0,seasonal_vaccine,0.626357169599401,0.6047271812924315,0.8501237186284907,0.7067293564501911,0.6893772893772894,0.3744528452049343,0.48530170190820004,0.6470522353348604,0.6122882819167125,0.5960155291791955,0.6445485443806471,0.626357169599401,0.6025646810731743
dtree_untuned,age_group,0,seasonal_vaccine,0.6220516660426807,0.6392709766162311,0.6571226581831036,0.6480739062227646,0.6014790468364831,0.5825706327099085,0.5918738629472409,0.6203750117263571,0.619846645446506,0.6199738845850027,0.6214927812705728,0.6220516660426807,0.6216361097511451
svc,age_group,0,seasonal_vaccine,0.6220516660426807,0.6392709766162311,0.6571226581831036,0.6480739062227646,0.6014790468364831,0.5825706327099085,0.5918738629472409,0.6203750117263571,0.619846645446506,0.6199738845850027,0.6214927812705728,0.6220516660426807,0.6216361097511451
logistic,age_group,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
dtree,age_group,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
adaboost,age_group,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
dtree_untuned,age_group,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
svc,age_group,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
logistic,age_group,1,seasonal_vaccine,0.6325346312242606,0.6551362683438156,0.6576639775517362,0.6563976894801331,0.6064516129032258,0.6037735849056604,0.6051096358881513,0.6307939406235207,0.6307187812286983,0.6307536626841421,0.6324343820273594,0.6325346312242606,0.6324818262271142
dtree,age_group,1,seasonal_vaccine,0.6325346312242606,0.6551362683438156,0.6576639775517362,0.6563976894801331,0.6064516129032258,0.6037735849056604,0.6051096358881513,0.6307939406235207,0.6307187812286983,0.6307536626841421,0.6324343820273594,0.6325346312242606,0.6324818262271142
adaboost,age_group,1,seasonal_vaccine,0.6156870086110071,0.5999498997995992,0.8400561206594177,0.6999853865263773,0.6622222222222223,0.35889201124046566,0.4655037750585785,0.6310860610109108,0.5994740659499417,0.5827445807924779,0.6289877798360564,0.6156870086110071,0.5906454961919919
dtree_untuned,age_group,1,seasonal_vaccine,0.6325346312242606,0.6551362683438156,0.6576639775517362,0.6563976894801331,0.6064516129032258,0.6037735849056604,0.6051096358881513,0.6307939406235207,0.6307187812286983,0.6307536626841421,0.6324343820273594,0.6325346312242606,0.6324818262271142
svc,age_group,1,seasonal_vaccine,0.6156870086110071,0.5999498997995992,0.8400561206594177,0.6999853865263773,0.6622222222222223,0.35889201124046566,0.4655037750585785,0.6310860610109108,0.5994740659499417,0.5827445807924779,0.6289877798360564,0.6156870086110071,0.5906454961919919
logistic,age_group,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree,age_group,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
adaboost,age_group,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree_untuned,age_group,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
svc,age_group,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
logistic,age_group,2,seasonal_vaccine,0.6281595206890096,0.6535488404778637,0.6503496503496503,0.6519453207150367,0.5991983967935872,0.6025796049979847,0.6008842443729904,0.6263736186357254,0.6264646276738175,0.6264147825440136,0.6283019858100692,0.6281595206890096,0.6282264421521053
dtree,age_group,2,seasonal_vaccine,0.6242276727204643,0.6071877356119628,0.8447552447552448,0.7065360432811815,0.6740088105726872,0.37001209189842804,0.477751756440281,0.640598273092325,0.6073836683268364,0.5921438998607312,0.638227444838242,0.6242276727204643,0.6002612229006771
adaboost,age_group,2,seasonal_vaccine,0.6242276727204643,0.6071877356119628,0.8447552447552448,0.7065360432811815,0.6740088105726872,0.37001209189842804,0.477751756440281,0.640598273092325,0.6073836683268364,0.5921438998607312,0.638227444838242,0.6242276727204643,0.6002612229006771
dtree_untuned,age_group,2,seasonal_vaccine,0.6281595206890096,0.6535488404778637,0.6503496503496503,0.6519453207150367,0.5991983967935872,0.6025796049979847,0.6008842443729904,0.6263736186357254,0.6264646276738175,0.6264147825440136,0.6283019858100692,0.6281595206890096,0.6282264421521053
svc,age_group,2,seasonal_vaccine,0.6242276727204643,0.6071877356119628,0.8447552447552448,0.7065360432811815,0.6740088105726872,0.37001209189842804,0.477751756440281,0.640598273092325,0.6073836683268364,0.5921438998607312,0.638227444838242,0.6242276727204643,0.6002612229006771
logistic,age_group,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree,age_group,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
adaboost,age_group,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
dtree_untuned,age_group,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
svc,age_group,3,h1n1_vaccine,0.7874929788429134,0.7874929788429134,1.0,0.8811144862260397,0.0,0.0,0.0,0.3937464894214567,0.5,0.44055724311301986,0.6201451917268851,0.7874929788429134,0.6938714714597871
logistic,age_group,3,seasonal_vaccine,0.6197341321849841,0.6462728551336147,0.6419839329374781,0.6441212545996144,0.5895074088906688,0.5940274414850686,0.5917587939698492,0.6178901320121417,0.6180056872112734,0.6179400242847318,0.6199360688033356,0.6197341321849841,0.6198272689339043
dtree,age_group,3,seasonal_vaccine,0.6197341321849841,0.6462728551336147,0.6419839329374781,0.6441212545996144,0.5895074088906688,0.5940274414850686,0.5917587939698492,0.6178901320121417,0.6180056872112734,0.6179400242847318,0.6199360688033356,0.6197341321849841,0.6198272689339043
adaboost,age_group,3,seasonal_vaccine,0.6221681333083692,0.6060758222445393,0.8431714984282221,0.7052293309962021,0.6693667157584683,0.3668280871670702,0.47393117831074033,0.6377212690015037,0.6049997927976462,0.5895802546534712,0.6354401424331774,0.6221681333083692,0.59791668872798
dtree_untuned,age_group,3,seasonal_vaccine,0.6197341321849841,0.6462728551336147,0.6419839329374781,0.6441212545996144,0.5895074088906688,0.5940274414850686,0.5917587939698492,0.6178901320121417,0.6180056872112734,0.6179400242847318,0.6199360688033356,0.6197341321849841,0.6198272689339043
svc,age_group,3,seasonal_vaccine,0.6221681333083692,0.6060758222445393,0.8431714984282221,0.7052293309962021,0.6693667157584683,0.3668280871670702,0.47393117831074033,0.6377212690015037,0.6049997927976462,0.5895802546534712,0.6354401424331774,0.6221681333083692,0.59791668872798
logistic,age_group,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree,age_group,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
adaboost,age_group,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
dtree_untuned,age_group,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
svc,age_group,4,h1n1_vaccine,0.7888035948324283,0.7888035948324283,1.0,0.8819342683692694,0.0,0.0,0.0,0.3944017974162142,0.5,0.4409671341846347,0.6222111112205618,0.7888035948324283,0.6956729212955873
logistic,age_group,4,seasonal_vaccine,0.6378955251825501,0.6645547342485041,0.6580690135935866,0.6612959719789843,0.6076,0.6144822006472492,0.6110217216411906,0.6360773671242521,0.6362756071204179,0.6361588468100874,0.6381941083240887,0.6378955251825501,0.6380273056552573
dtree,age_group,4,seasonal_vaccine,0.6285339824002996,0.6125095347063311,0.8396653886371558,0.7083210820346956,0.6732954545454546,0.38349514563106796,0.4886597938144329,0.6429024946258928,0.6115802671341118,0.5984904379245642,0.6406433661690372,0.6285339824002996,0.6066542210572589
adaboost,age_group,4,seasonal_vaccine,0.6285339824002996,0.6125095347063311,0.8396653886371558,0.7083210820346956,0.6732954545454546,0.38349514563106796,0.4886597938144329,0.6429024946258928,0.6115802671341118,0.5984904379245642,0.6406433661690372,0.6285339824002996,0.6066542210572589
dtree_untuned,age_group,4,seasonal_vaccine,0.6378955251825501,0.6645547342485041,0.6580690135935866,0.6612959719789843,0.6076,0.6144822006472492,0.6110217216411906,0.6360773671242521,0.6362756071204179,0.6361588468100874,0.6381941083240887,0.6378955251825501,0.6380273056552573
svc,age_group,4,seasonal_vaccine,0.6285339824002996,0.6125095347063311,0.8396653886371558,0.7083210820346956,0.6732954545454546,0.38349514563106796,0.4886597938144329,0.6429024946258928,0.6115802671341118,0.5984904379245642,0.6406433661690372,0.6285339824002996,0.6066542210572589
logistic,race,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
dtree,race,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
adaboost,race,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
dtree_untuned,race,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
svc,race,0,h1n1_vaccine,0.7849120179707975,0.7849120179707975,1.0,0.8794965915049816,0.0,0.0,0.0,0.39245600898539873,0.5,0.4397482957524908,0.6160868759549895,0.7849120179707975,0.6903274444366132
logistic,race,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
dtree,race,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
adaboost,race,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
dtree_untuned,race,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
svc,race,0,seasonal_vaccine,0.5295769374766005,0.5295769374766005,1.0,0.692448904662832,0.0,0.0,0.0,0.26478846873830025,0.5,0.346224452331416,0.2804517327070952,0.5295769374766005,0.36670497029036914
logistic,race,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
dtree,race,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
adaboost,race,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
dtree_untuned,race,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
svc,race,1,h1n1_vaccine,0.7871583676525645,0.7871583676525645,1.0,0.8809049963339268,0.0,0.0,0.0,0.39357918382628226,0.5,0.4404524981669634,0.61961829576545,0.7871583676525645,0.6934117389712022
logistic,race,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
dtree,race,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
adaboost,race,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
dtree_untuned,race,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
svc,race,1,seasonal_vaccine,0.5336952452265069,0.5336952452265069,1.0,0.6959599658244843,0.0,0.0,0.0,0.26684762261325345,0.5,0.34797998291224214,0.28483061477738136,0.5336952452265069,0.3714305246285295
logistic,race,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree,race,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
adaboost,race,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
dtree_untuned,race,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
svc,race,2,h1n1_vaccine,0.7893652873993634,0.7893652873993634,1.0,0.8822852359527048,0.0,0.0,0.0,0.3946826436996817,0.5,0.4411426179763524,0.6230975569510796,0.7893652873993634,0.696445338846022
logistic,race,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
dtree,race,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
adaboost,race,2,seasonal_vaccine,0.5354802471447294,0.5354802471447294,1.0,0.6974759175710279,0.0,0.0,0.0,0.2677401235723647,0.5,0.34873795878551395,0.28673909508218054,0.5354802471447294,0.37348457671843094
